Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes,Mindat ID,Mindat Long ID,Mindat GUID,Mindat Updated,Mindat Entry Type,Mindat Entry Type Text,Mindat Formula,Mindat Formula Note,Mindat IMA Formula,Mindat IMA Status,Mindat IMA Notes,Mindat Description,Mindat Elements,Mindat Significant Elements,Mindat Key Elements,Mindat Discovery Year,Mindat Approval Year,Mindat Publication Year,Mindat IMA History,Mindat IMA Symbol,Mindat Strunz 10 Class,Mindat Strunz 10 Subclass,Mindat Strunz 10 Division,Mindat Strunz 10 Group,Mindat Dana 8 Class,Mindat Dana 8 Type,Mindat Dana 8 Group,Mindat Dana 8 Number,Mindat Colour,Mindat Streak,Mindat Lustre,Mindat Lustre Type,Mindat Diapheny,Mindat Hardness Minimum,Mindat Hardness Maximum,Mindat Hardness Type,Mindat Measured Density,Mindat Calculated Density,Mindat Crystal System,Mindat Crystal Class,Mindat Space Group,Mindat Unit Cell a,Mindat Unit Cell b,Mindat Unit Cell c,Mindat Unit Cell Alpha,Mindat Unit Cell Beta,Mindat Unit Cell Gamma,Mindat Unit Cell Volume,Mindat Cleavage,Mindat Cleavage Type,Mindat Fracture Type,Mindat Tenacity,Mindat Magnetism,Mindat Optical Type,Mindat Optical Sign,Mindat Optical Colour,Mindat Optical Birefringence,Mindat Optical 2V Calculated,Mindat Optical 2V Measured,Mindat Weighting
Calcioaravaipaite,Calcioaravaipaite,Calcioaravaipaite,Pb2+Ca2AlF9,Pb^2+^Ca_2_AlF_9_,Pb<sup>2+</sup>Ca<sub>2</sub>AlF<sub>9</sub>,PbCa<sub>2</sub>AlF<sub>9</sub>,Pb Ca Al F,,1281,1994,Approved,Aravaipaite,"monoclinic, triclinic","C1, P1",Pb^2+ Ca Al F,Cavp,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering",829,1:1:829:3,50238c99-2918-4e84-ab21-100e2980104a,2025-08-11 12:14:19,0,mineral,PbCa<sub>2</sub>AlF<sub>9</sub>,,Pb<sup>2+</sup>Ca<sub>2</sub>AlF<sub>9</sub>,APPROVED,,"Closely related to Aravaipaite (which is Pb-dominant and contains an additional water molecule).

Chemically and structurally related to manuelarossiite.

See also Unnamed (Ba-analogue of Calcioaravaipaite).",Al; Ca; Pb; F,Al; Ca; Pb; F,Pb,,1994,0,,Cavp,3,A,B,37,0,0,0,0,colorless to white,white,,Vitreous,Transparent,2.5,2.5,0,4.85,4.71,Triclinic,1,1,5.3815,5.3846,12.2034,91.362,101.110,91.525,346.72,Good on the {100},Distinct/Good,Conchoidal,brittle,,Biaxial,-,,,44,36,36
Calcioburbankite,Calcioburbankite,Calcioburbankite,"Na3(Ca,Ce3+,Sr,La)3(CO3)5","Na_3_(Ca,Ce^3+^,Sr,La)_3_(CO_3_)_5_","Na<sub>3</sub>(Ca,Ce<sup>3+</sup>,Sr,La)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>","Na<sub>3</sub>(Ca,Ce,Sr,La)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>",Na Ca Ce Sr La C O,,1283,1993,Approved,Burbankite,"hexagonal, orthorhombic, monoclinic","P63mc, P21, Cmc21",Na Ca Ce^3+ Sr La C O,Cbbn,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",827,1:1:827:5,750b4275-a1a2-4186-aa6c-a0f7aea94b84,2025-08-11 12:14:19,0,mineral,"Na<sub>3</sub>(Ca,REE,Sr)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>",,"Na<sub>3</sub>(Ca,Ce<sup>3+</sup>,Sr,La)<sub>3</sub>(CO<sub>3</sub>)<sub>5</sub>",APPROVED,,,Ca; Na; Sr; O; C,Ca; Na; O; C,,1992,1993,1995,,Cbbn,5,A,C,30,14,4,4,3,"Deep to pale orange, silky white to light pink, colorless",White,Vitreous,"Vitreous,Silky",Translucent,3.0,4.0,0,3.45,3.46,Hexagonal,18,114,10.447,0,6.318,0,0,0,597.23,On {100},Poor/Indistinct,Conchoidal,brittle,,Uniaxial,-,,,0,0,331
Calciocatapleiite,Calciocatapleiite,Calciocatapleiite,CaZr4+Si3O9·H2O,CaZr^4+^Si_3_O_9_·H_2_O,CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·H<sub>2</sub>O,CaZrSi<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O,Ca Zr Si O H,,1290,1964,"Approved, Renamed",Catapleiite,orthorhombic,Pbnn,Ca Zr^4+ Si O H,Cctp,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",860,1:1:860:0,76dc8cc7-5fdc-47aa-a3a8-826d3ec349f7,2025-08-11 12:14:19,0,mineral,CaZr(Si<sub>3</sub>O<sub>9</sub>)&middot;2H<sub>2</sub>O,,CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·H<sub>2</sub>O,APPROVED; GRANDFATHERED,RENAMED,The calcium analogue of catapleiite.,Ca; Si; Zr; O; H,Ca; Si; Zr; O; H,Zr,,0,1964,,Cctp,9,C,A,15,59,2,2,2,Pale yellow to cream,,,"Vitreous,Dull","Translucent,Opaque",4.5,5.0,0,2.77,2.746,Orthorhombic,8,0, 7.378,12.779,10.096,0,0,0,0.0,"""Average""",Imperfect/Fair,,,,Uniaxial,+,,,0,0,94
Calciocopiapite,Calciocopiapite,Calciocopiapite,CaFe3+4(S6+O4)6(OH)2·20H2O,CaFe^3+^_4_(S^6+^O_4_)_6_(OH)_2_·20H_2_O,CaFe<sup>3+</sup><sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>6</sub>(OH)<sub>2</sub>·20H<sub>2</sub>O,CaFe<sup>3+</sup><sub>4</sub>(SO<sub>4</sub>)<sub>6</sub>(OH)<sub>2</sub>·20H<sub>2</sub>O,Ca Fe S O H,,1284,1960,Approved,Copiapite,triclinic,P1,Ca Fe^3+ S^6+ O H,Ccpi,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals",826,1:1:826:6,a817a972-5559-4016-af1a-80b87702c5dd,2026-03-10 10:33:21,0,mineral,CaFe<sup>3+</sup><sub>4</sub>(SO<sub>4</sub>)<sub>6</sub>(OH)<sub>2</sub>&middot;20H<sub>2</sub>O,,CaFe<sup>3+</sup><sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>6</sub>(OH)<sub>2</sub>·20H<sub>2</sub>O,APPROVED,,,Ca; Fe; O; S; H,Ca; Fe; O; S; H,,1960,0,1960,,Ccpi,7,D,B,35,31,10,5,5,Grayish yellow to brownish yellow,,,,Translucent,2.5,3.0,0,0,2.225,Triclinic,2,2,7.35,18.21,7.01,85.52,103.55,100.62,0.0,,,,,,Biaxial,,,,0,0,27
Calciodelrioite,Calciodelrioite,Calciodelrioite,Ca(V5+O3)2·4H2O,Ca(V^5+^O_3_)_2_·4H_2_O,Ca(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,Ca(VO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,Ca V O H,,6088,2012,Approved,Delrioite,monoclinic,I2/a,Ca V^5+ O H,Cdlr,"Biotic; Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",43345,1:1:43345:3,b08a24f2-5f3e-43b5-91ac-d3d1441cf415,2025-08-11 12:15:10,0,mineral,Ca(VO<sub>3</sub>)<sub>2</sub>&middot;4H<sub>2</sub>O ,Stabilised by minor amounts of Sr.,Ca(V<sup>5+</sup>O<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,APPROVED,,"Ca-dominant analogue of delrioite.
Calciodelrioite is dimorphous with rossite.",Ca; O; H; V,Ca; O; H; V,V,,2012,0,,Cdlr,4,H,G,,,,,,"Colourless, tan to brown, nearly black ",White,,Sub-Adamantine,Transparent,2.5,2.5,0,,2.451,Monoclinic,5,10,14.6389,6.9591,17.052,,102.568,,1695.5,on {001} and possibly one or more additional cleavages parallel to [100].,Perfect,"Irregular/Uneven,Splintery",brittle,,Biaxial,-,,,87,87.3,79
Calcioferrite,Calcioferrite,Calcioferrite,Ca4MgFe3+4(PO4)6(OH)4·12H2O,Ca_4_MgFe^3+^_4_(PO_4_)_6_(OH)_4_·12H_2_O,Ca<sub>4</sub>MgFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·12H<sub>2</sub>O,Ca<sub>4</sub>MgFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·12H<sub>2</sub>O,Ca Mg Fe P O H,,1285,1858,"Approved, Grandfathered",Calcioferrite,monoclinic,C2/c,Ca Mg Fe^3+ P O H,Cfr,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",832,1:1:832:7,c358359e-4abe-44a7-a0af-95c08f7e6dba,2026-05-05 15:38:38,0,mineral,Ca<sub>4</sub>MgFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>&middot;12H<sub>2</sub>O,Some of the Fe may be replaced by Al.,Ca<sub>4</sub>MgFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·12H<sub>2</sub>O,APPROVED; GRANDFATHERED,,A phosphate mineral found as nodules and otherwise in phosphatic clay.,Ca; Fe; Mg; O; P; H,Ca; Fe; Mg; O; P; H,,1858,0,1858,,Cfr,8,D,H,25,42,11,8,3,"Sulphur-yellow, greenish yellow to green, yellowish white; yellow in transmitted light.",Sulphur-yellow,,Pearly,"Transparent,Translucent,Opaque",2.5,2.5,0,2.51,2.65,Monoclinic,5,10,10.34,24.2,6.31,0,91.5,0,0.0,"One perfect parallel to the foliation; another, interrupted, perpendicular to the first; a third, also interrupted, oblique to the first.",Perfect,,brittle,,Biaxial,-,,,72,70,625
Calciohatertite,Calciohatertite,Calciohatertite,NaNaCa(CaFe3+)(As5+O4)3,NaNaCa(CaFe^3+^)(As^5+^O_4_)_3_,NaNaCa(CaFe<sup>3+</sup>)(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>,NaNaCa(CaFe<sup>3+</sup>)(AsO<sub>4</sub>)<sub>3</sub>,Na Ca Fe As O,,7130,2021,"Approved, Pending publication",Alluaudite,monoclinic,C2/c,Na Ca Fe^3+ As^5+ O,Chtt,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",55533,1:1:55533:9,7dc5ede3-0698-466c-96b7-39a730273b6d,2025-08-11 12:15:23,0,mineral,NaNaCa(CaFe<sup>3+</sup>)(AsO<sub>4</sub>)<sub>3</sub>,,NaNaCa(CaFe<sup>3+</sup>)(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>,APPROVED; PENDING_PUBLICATION,,The Ca analogue of hatertite (to which it is chemically similar).,As; Ca; Fe; Na; O,As; Ca; Fe; Na; O,As,,0,0,,Chtt,8,A,C,,,,,,,,,,,0.0,0.0,0,,,Monoclinic,5,10,12.6092,13.2434,6.8096,,114.554,,0.0,,,,,,,,,,,,1
Calciohilairite,Calciohilairite,Calciohilairite,CaZr4+Si3O9·3H2O,CaZr^4+^Si_3_O_9_·3H_2_O,CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O,CaZrSi<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O,Ca Zr Si O H,,1286,1984,Approved,,hexagonal,R32,Ca Zr^4+ Si O H,Chlr,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",831,1:1:831:8,b75e196c-e676-476a-8efe-249dc6cfb598,2025-08-11 12:14:19,0,mineral,CaZr[SiO<sub>3</sub>]<sub>3</sub>&middot;3H<sub>2</sub>O,,CaZr<sup>4+</sup>Si<sub>3</sub>O<sub>9</sub>·3H<sub>2</sub>O,APPROVED,,Compare UM2002-43-SiO:CaHNaZr.,Ca; Si; Zr; O; H,Ca; Si; Zr; O; H,Zr,1988,1984,1988,,Chlr,9,D,M,10,59,2,3,2,White to pale blue,,,Vitreous,Translucent,4.0,4.0,0,2.68,0,Trigonal,12,93,20.870,0,16.002,0,0,0,0.0,,None Observed,Conchoidal,,,Uniaxial,-,,,0,0,372
Calciojohillerite,Calciojohillerite,Calciojohillerite,NaCaMgMg2(As5+O4)3,NaCaMgMg_2_(As^5+^O_4_)_3_,NaCaMgMg<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>,NaCaMgMg<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,Na Ca Mg As O,,6597,2016,Approved,Alluaudite,monoclinic,C2/c,Na Ca Mg As^5+ O,Cjhl,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",50776,1:1:50776:7,21d01c21-2e72-410a-a812-3618b09ce18d,2026-03-28 20:01:22,0,mineral,NaCaMg<sub>3</sub>(AsO<sub>4</sub>)<sub>3</sub>,,NaCaMgMg<sub>2</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>,APPROVED,,"The Ca analogue of johillerite. Chemically similar to berzeliite and paraberzeliite; also somewhat resembling anatolyite and currierite.

Known as a synthetic phase.",As; Ca; Mg; Na; O,As; Ca; Mg; Na; O,As,,2016,2021,,Cjhl,8,A,C,05,,,,,"Colourless, pale green, pale yellow, light blue, pale lilac or pink",,,Vitreous,Transparent,3.5,3.5,0,,3.915,Monoclinic,5,10,11.8405,12.7836,6.6916,,112.425,,936.29,,Imperfect/Fair,,brittle,,Biaxial,-,,,,15,82
Calciolangbeinite,Calciolangbeinite,Calciolangbeinite,K2Ca2(S6+O4)3,K_2_Ca_2_(S^6+^O_4_)_3_,K<sub>2</sub>Ca<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>3</sub>,K<sub>2</sub>Ca<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>,K Ca S O,,6010,2011,Approved,Langbeinite,cubic,P213,K Ca S^6+ O,Clgb,"Abiotic, Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM46 - Near-surface hydrothermal alterations, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",42383,1:1:42383:6,ac669f51-70bb-4596-9ea9-bdec733697c0,2025-08-11 12:15:09,0,mineral,K<sub>2</sub>Ca<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub> ,,K<sub>2</sub>Ca<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>3</sub>,APPROVED,,"Chemically similar to 'Unnamed (Potassium Calcium Sulfate)'. The Ca analogue of langbeinite.

Forms a solid solution with the latter. The content of 20 mol%, or more, of the langbeinite end-member induces breakdown into cubic lower-magnesian calciola...",Ca; O; K; S,Ca; O; K; S,,2008,2011,2012,,Clgb,7,A,D,,,,,,Colorless,White,,Vitreous,Transparent,3.0,3.5,0,2.68,2.74,Isometric,28,198,10.1887,,,,,,0.0,,None Observed,Conchoidal,brittle,,Isotropic,,,,,,26
Calciomurmanite,Calciomurmanite,Calciomurmanite,(Ca☐)Ti4+2(Na☐)Ti4+2(Si2O7)2O2(OH)2(H2O)4,(Ca[box])Ti^4+^_2_(Na[box])Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_4_,(Ca☐)Ti<sup>4+</sup><sub>2</sub>(Na☐)Ti<sup>4+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,(Ca☐)Ti<sub>2</sub>(Na☐)Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,Ca Ti Na Si O H,,6402,2015,"Approved, Redefined",Seidozerite-Murmanite,triclinic,P1,Ca Ti^4+ Na Si O H,Cmmn,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",46606,1:1:46606:2,ec6de0bf-b267-4efc-b050-848b1aaac173,2025-08-11 12:15:13,0,mineral,"(Na,&#9723;)<sub>2</sub>Ca(Ti,Mg,Nb)<sub>4</sub>[Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>O<sub>2</sub>(OH,O)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>",,(Ca&#9723;)Ti<sup>4+</sup><sub>2</sub>(Na&#9723;)Ti<sup>4+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,APPROVED,,"The Na-Ca ordered analogue of murmanite. Chemically related to, e.g., kolskyite.

One of many species based on sheet-structured HOH heteropolyhedral-octahedral blocks. It has three sheets of the following content:

- the O sheet: NaO6 and TiO6 octa...",Ca; Mg; Na; Nb; Si; Ti; O; H,Ca; Na; Si; Ti; O; H,Ti,,2015,0,,Cmmn,9,B,E,,0,0,0,0,"pale brownish, purple",white,,"Greasy,Pearly",,0.0,0.0,0,2.70,2.85,Triclinic,2,2, 5.3470, 7.0774, 12.146, 91.827, 107.527, 90.155,438.03,"(001), micaceous",Perfect,Step-Like,,,Biaxial,-,,,,58,112
Calcio-olivine,Calcio-olivine,Calcio-olivine,Ca2SiO4,Ca_2_SiO_4_,Ca<sub>2</sub>SiO<sub>4</sub>,Ca<sub>2</sub>(SiO<sub>4</sub>),Ca Si O,,5407,2007,"Approved, Redefined",Olivine,orthorhombic,Pbnm,Ca Si O,Caol,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism",9574,1:1:9574:3,67a7cabe-dc36-4983-9b27-e9f7ddad3661,2025-08-11 12:14:31,0,mineral,Ca<sub>2</sub>SiO<sub>4</sub>,,Ca<sub>2</sub>SiO<sub>4</sub>,APPROVED; GRANDFATHERED,REDEFINED,"Olivine Group. The calcium analogue of Fayalite, Forsterite, and Tephroite. The low-temperature, orthorhombic polymorph of Larnite.

May occur as the result of the conversion of larnite, which is metastable below 520°C.",Ca; Si; O,Ca; Si; O,,,0,1877,Redefined IMA2007 s.p.,Caol,9,A,D,10,0,0,0,0,"Very light yellowish rose (caused by microinclusions of bernalite), colorless in thin sections",,,,Transparent,4.5,4.5,0,0,2.986,Orthorhombic,8,0,5.07389,11.21128,6.75340,0,0,0,384.17,,,,,,Biaxial,-,,,0,69,79
Calciopetersite,Calciopetersite,Calciopetersite,Cu2+6Ca(PO4)2(PO3OH)(OH)6·3H2O,Cu^2+^_6_Ca(PO_4_)_2_(PO_3_OH)(OH)_6_·3H_2_O,Cu<sup>2+</sup><sub>6</sub>Ca(PO<sub>4</sub>)<sub>2</sub>(PO<sub>3</sub>OH)(OH)<sub>6</sub>·3H<sub>2</sub>O,CaCu<sub>6</sub>(PO<sub>4</sub>)<sub>2</sub>(PO<sub>3</sub>OH)(OH)<sub>6</sub>·3H<sub>2</sub>O,Ca Cu P O H,,5410,2001,Approved,Mixite,hexagonal,P63/m,Cu^2+ Ca P O H,Cpts,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",28884,1:1:28884:4,18d3022b-6e58-43ea-8ee0-c8d61725057f,2025-08-11 12:14:53,0,mineral,CaCu<sub>6</sub>(PO<sub>4</sub>)<sub>2</sub>(PO<sub>3</sub>OH)(OH)<sub>6</sub>&middot;3H<sub>2</sub>O,,Cu<sup>2+</sup><sub>6</sub>Ca(PO<sub>4</sub>)<sub>2</sub>(PO<sub>3</sub>OH)(OH)<sub>6</sub>·3H<sub>2</sub>O,APPROVED,,"Mixite Group.
The phosphate analogue of zálesíite, and the Ca analogue of petersite-(Y).",Ca; Cu; O; P; H,Ca; Cu; O; P; H,Cu,,2001,2005,,Cpts,8,D,L,15,0,0,0,0,Olive green,Light olive green,,Vitreous,,0.0,0.0,0,0,3.332,Hexagonal,16,108,13.284,0,5.902,0,0,0,902.0,,None Observed,Irregular/Uneven,brittle,,Uniaxial,+,,,0,0,130
Calciopharmacoalumite,Calciopharmacoalumite,Calciopharmacoalumite,Ca0.5Al4(As5+O4)3(OH)4·5H2O,Ca_0.5_Al_4_(As^5+^O_4_)_3_(OH)_4_·5H_2_O,Ca<sub>0.5</sub>Al<sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·5H<sub>2</sub>O,Ca<sub>0.5</sub>Al<sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·5H<sub>2</sub>O,Ca Al As O H,,7488,2024,"Approved, Pending publication",Pharmacosiderite,cubic,P43m,Ca Al As^5+ O H,Cpal,,471231,1:1:471231:8,,2025-12-07 21:04:12,0,mineral,Ca<sub>0.5</sub>Al<sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>&middot;5H<sub>2</sub>O,,Ca<sub>0.5</sub>Al<sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·5H<sub>2</sub>O,APPROVED; PENDING_PUBLICATION,,All the properties reported were measured on calciopharmacoalumite crystals of the type I.,Al; As; Ca; O; H,Al; As; Ca; O; H,As,,0,0,,Cpal,8,D,K,12,,,,,light-brown,,,Vitreous,,2.5,3.5,0,,2.516,Isometric,30,211,7.758,,,,,,0.0,,,Irregular/Uneven,,,,,,,,,1
Calciosamarskite,Calciosamarskite,Calciosamarskite,"(Ca,Fe3+,Fe2+,Y)(Nb5+Ta5+,Ti4+)O4","(Ca,Fe^3+^,Fe^2+^,Y)(Nb^5+^Ta^5+^,Ti^4+^)O_4_","(Ca,Fe<sup>3+</sup>,Fe<sup>2+</sup>,Y)(Nb<sup>5+</sup>Ta<sup>5+</sup>,Ti<sup>4+</sup>)O<sub>4</sub>","(Ca,Fe,Y)(Nb,Ta,Ti)O<sub>4</sub>",Ca Fe Y Nb Ta Ti O,,5412,1928,"Approved, Grandfathered, Questionable mineral species",Columbite,monoclinic,,Ca Fe^3+ Fe^2+ Y Nb^5+ Ta^5+ Ti^4+ O,Csmk,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",7962,1:1:7962:0,8c982c59-097b-4ef0-9e44-81c2d4ed3ea5,2025-08-11 12:14:29,0,mineral,"(Ca,U<sup>4+</sup>)Fe<sup>3+</sup>(Nb,Ta,Ti)<sub>2</sub>O<sub>8</sub>",,"(Ca,Fe<sup>3+</sup>,Fe<sup>2+</sup>,Y)(Nb<sup>5+</sup>Ta<sup>5+</sup>,Ti<sup>4+</sup>)O<sub>4</sub>",APPROVED; GRANDFATHERED,,"Samarskite Group.

The empirical formula based on Hanson et al. (1999) is (Ca0.31Y0.17Fe2+0.26U0.19Na0.08REE0.23)1.24(Nb0.79Ta0.07Ti0.04)0.90O4; all elements are required for charge balance, and iron is assumed to be ferrous, also to maintain charge ...",Ca; Fe; Nb; Ta; Ti; O; U,Ca; Fe; Nb; O,Nb,,0,0,,Csmk,4,D,B,25,0,0,0,0,Black,Brown-grey,,Vitreous,Opaque,5.0,6.0,0,4.48,0,Orthorhombic,8,0,5.632,9.912,5.221,0,0,0,0.0,,None Observed,Conchoidal,brittle,,Isotropic,,,,0,0,53
Calciotantite,Calciotantite,Calciotantite,CaTa5+4O11,CaTa^5+^_4_O_11_,CaTa<sup>5+</sup><sub>4</sub>O<sub>11</sub>,CaTa<sub>4</sub>O<sub>11</sub>,Ca Ta O,,1287,1981,Approved,,hexagonal,P6322,Ca Ta^5+ O,Ctan,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",834,1:1:834:5,24339fda-bcac-4431-8ae5-bae6026a9e41,2025-08-11 12:14:19,0,mineral,CaTa<sub>4</sub>O<sub>11</sub>,,CaTa<sup>5+</sup><sub>4</sub>O<sub>11</sub>,APPROVED,,See also the discredited ungursaite.,Ca; Ta; O,Ca; Ta; O,Ta,1982,1981,1982,,Ctan,4,D,J,05,8,6,2,1,Colorless,White,,Adamantine,Transparent,6.5,6.5,0,7.46,6.735,Hexagonal,19,120,6.2261,0,12.280,0,0,0,0.0,,None Observed,,,,Uniaxial,,,,0,0,20
Calciouranoite,Calciouranoite,Calciouranoite,"(Ca,Ba,Pb2+,K,Na)U6+2O7·5H2O","(Ca,Ba,Pb^2+^,K,Na)U^6+^_2_O_7_·5H_2_O","(Ca,Ba,Pb<sup>2+</sup>,K,Na)U<sup>6+</sup><sub>2</sub>O<sub>7</sub>·5H<sub>2</sub>O","(Ca,Ba,Pb,K,Na)U<sub>2</sub>O<sub>7</sub>·5H<sub>2</sub>O",Ca Ba Pb K Na U O H,,1288,1973,Approved,Wölsendorfite,,,Ca Ba Pb^2+ K Na U^6+ O H,Cun,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",828,1:1:828:4,5c0b647f-2bca-4cde-868b-4c8d2a1642d3,2025-08-11 12:14:19,0,mineral,"(Ca,Ba,Pb)U<sub>2</sub>O<sub>7</sub>&middot;5H<sub>2</sub>O",,"(Ca,Ba,Pb<sup>2+</sup>,K,Na)U<sup>6+</sup><sub>2</sub>O<sub>7</sub>·5H<sub>2</sub>O",APPROVED,,,Ba; Ca; Pb; O; H; U,Ca; O; H; U,U,1974,1973,0,,Cun,4,G,B,20,5,4,2,1,"Red-orange, yellow-brown, orange-brown, brown",,,"Greasy,Dull",Translucent,4.0,4.0,0,4.62,0,,0,0,0,0,0,0,0,0,0.0,"One direction, pinacoidal.",Imperfect/Fair,,,,Biaxial,-,,,0,0,34
