Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes
Gajardoite,Gajardoite,Gajardoite,KCa0.5As3+4O6Cl2·5H2O,KCa_0.5_As^3+^_4_O_6_Cl_2_·5H_2_O,KCa<sub>0.5</sub>As<sup>3+</sup><sub>4</sub>O<sub>6</sub>Cl<sub>2</sub>·5H<sub>2</sub>O,KCa<sub>0.5</sub>As<sup>3+</sup><sub>4</sub>O<sub>6</sub>Cl<sub>2</sub>·5H<sub>2</sub>O,K Ca As O Cl H,,6441,2015,Approved,Lucabindiite,hexagonal,P6/mmm,K Ca As^3+ O Cl H,Gaj,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gajardoite-(NH4),Gajardoite-(NH4),Gajardoite-(NH<sub>4</sub>),(N3-H4)As3+4O6Cl2(Ca0.5☐0.5)(H2O)5,(N^3-^H_4_)As^3+^_4_O_6_Cl_2_(Ca_0.5_[box]_0.5_)(H_2_O)_5_,(N<sup>3-</sup>H<sub>4</sub>)As<sup>3+</sup><sub>4</sub>O<sub>6</sub>Cl<sub>2</sub>(Ca<sub>0.5</sub>☐<sub>0.5</sub>)(H<sub>2</sub>O)<sub>5</sub>,(NH<sub>4</sub>)As<sup>3+</sup><sub>4</sub>O<sub>6</sub>Cl<sub>2</sub>(Ca<sub>0.5</sub>☐<sub>0.5</sub>)(H<sub>2</sub>O)<sub>5</sub>,N H As O Cl Ca,,7412,2023,Approved,Lucabindiite,hexagonal,P6/mmm,N^3- H As^3+ O Cl Ca,Gaj-NH_4_,
Galaxite,Galaxite,Galaxite,Mn2+Al2O4,Mn^2+^Al_2_O_4_,Mn<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,Mn<sup>2+</sup>Al<sub>2</sub>O<sub>4</sub>,Mn Al O,,2024,1932,"Approved, Grandfathered",Spinel,cubic,Fd3m,Mn^2+ Al O,Glx,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism"
Galeaclolusite,Galeaclolusite,Galeaclolusite,Al6(As5+O4)3(OH)9(H2O)4·8H2O,Al_6_(As^5+^O_4_)_3_(OH)_9_(H_2_O)_4_·8H_2_O,Al<sub>6</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>3</sub>(OH)<sub>9</sub>(H<sub>2</sub>O)<sub>4</sub>·8H<sub>2</sub>O,Al<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>9</sub>(H<sub>2</sub>O)<sub>4</sub>·8H<sub>2</sub>O,Al As O H,,7065,2020,Approved,Bulachite,orthorhombic,Pnma,Al As^5+ O H,Gcl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Galeite,Galeite,Galeite,Na15(S6+O4)5ClF4,Na_15_(S^6+^O_4_)_5_ClF_4_,Na<sub>15</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>5</sub>ClF<sub>4</sub>,Na<sub>15</sub>(SO<sub>4</sub>)<sub>5</sub>ClF<sub>4</sub>,Na S O Cl F,,2025,1955,Approved,,hexagonal,P31m,Na S^6+ O Cl F,Gle,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM25 - Evaporites (prebiotic)"
Galena,Galena,Galena,Pb2+S2-,Pb^2+^S^2-^,Pb<sup>2+</sup>S<sup>2-</sup>,PbS,Pb S,,2026,0,"Approved, Grandfathered",Rocksalt,cubic,Fm3m,Pb^2+ S^2-,Gn,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM14 - Hot springs & geysers, PM15 - Black smokers, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Galenobismutite,Galenobismutite,Galenobismutite,Pb2+Bi3+2S2-4,Pb^2+^Bi^3+^_2_S^2-^_4_,Pb<sup>2+</sup>Bi<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,PbBi<sub>2</sub>S<sub>4</sub>,Pb Bi S,,2027,1878,"Approved, Grandfathered",Kobellite,orthorhombic,"Pnam, Pnma",Pb^2+ Bi^3+ S^2-,Gbit,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Galgenbergite-(Ce),Galgenbergite-(Ce),Galgenbergite-(Ce),CaCe3+2(CO3)4·H2O,CaCe^3+^_2_(CO_3_)_4_·H_2_O,CaCe<sup>3+</sup><sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>·H<sub>2</sub>O,CaCe<sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>·H<sub>2</sub>O,Ca Ce C O H,,2028,1997,Approved,,triclinic,P1,Ca Ce^3+ C O H,Ggb-Ce,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Galileiite,Galileiite,Galileiite,NaFe2+4(PO4)3,NaFe^2+^_4_(PO_4_)_3_,NaFe<sup>2+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>,NaFe<sup>2+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>,Na Fe P O,,2029,1996,"Approved, Redefined",Fillowite,hexagonal,R3,Na Fe^2+ P O,Gll,"Abiotic, Biotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Galkhaite,Galkhaite,Galkhaite,(Hg2+5Cu1+)CsAs3+4S2-12,(Hg^2+^_5_Cu^1+^)CsAs^3+^_4_S^2-^_12_,(Hg<sup>2+</sup><sub>5</sub>Cu<sup>1+</sup>)CsAs<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>12</sub>,(Hg<sub>5</sub>Cu)CsAs<sub>4</sub>S<sub>12</sub>,Hg Cu Cs As S,,2030,1971,Approved,"Galkhaite, Tetrahedrite",cubic,I43m,Hg^2+ Cu^1+ Cs As^3+ S^2-,Gkh,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Galliskiite,Galliskiite,Galliskiite,Ca4Al2(PO4)2F8·5H2O,Ca_4_Al_2_(PO_4_)_2_F_8_·5H_2_O,Ca<sub>4</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>F<sub>8</sub>·5H<sub>2</sub>O,Ca<sub>4</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>F<sub>8</sub>·5H<sub>2</sub>O,Ca Al P O F H,,5765,2009,Approved,Not in a structural group,triclinic,P1,Ca Al P O F H,Glk,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Gallite,Gallite,Gallite,Cu1+Ga3+S2-2,Cu^1+^Ga^3+^S^2-^_2_,Cu<sup>1+</sup>Ga<sup>3+</sup>S<sup>2-</sup><sub>2</sub>,CuGaS<sub>2</sub>,Cu Ga S,,2031,1958,"Approved, Grandfathered",Chalcopyrite,tetragonal,I42d,Cu^1+ Ga^3+ S^2-,Gal,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM15 - Black smokers, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Gallobeudantite,Gallobeudantite,Gallobeudantite,Pb2+Ga3+3(As5+O4)(S6+O4)(OH)6,Pb^2+^Ga^3+^_3_(As^5+^O_4_)(S^6+^O_4_)(OH)_6_,Pb<sup>2+</sup>Ga<sup>3+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)(S<sup>6+</sup>O<sub>4</sub>)(OH)<sub>6</sub>,PbGa<sub>3</sub>(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH)<sub>6</sub>,Pb Ga As O S H,,2032,1994,Approved,Alunite-Beudantite,hexagonal,R3m,Pb^2+ Ga^3+ As^5+ O S^6+ H,Gbdn,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Galloplumbogummite,Galloplumbogummite,Galloplumbogummite,"Pb2+(Ga,Al)2Ge(PO4)2(OH)6","Pb^2+^(Ga,Al)_2_Ge(PO_4_)_2_(OH)_6_","Pb<sup>2+</sup>(Ga,Al)<sub>2</sub>Ge(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>","Pb(Ga,Al,Ge)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>",Pb Ga Al Ge P O H,,5930,2010,Approved,Alunite-Crandallite,hexagonal,R3m,Pb^2+ Ga Al Ge P O H,Gpbg,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Galuskinite,Galuskinite,Galuskinite,Ca7(SiO4)3(CO3),Ca_7_(SiO_4_)_3_(CO_3_),Ca<sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(CO<sub>3</sub>),Ca<sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(CO<sub>3</sub>),Ca Si O C,,5915,2010,Approved,Not in a structural group,monoclinic,P21/c,Ca Si O C,Gkn,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
Gamagarite,Gamagarite,Gamagarite,Ba2Fe3+(V5+O4)2(OH),Ba_2_Fe^3+^(V^5+^O_4_)_2_(OH),Ba<sub>2</sub>Fe<sup>3+</sup>(V<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH),Ba<sub>2</sub>Fe<sup>3+</sup>(VO<sub>4</sub>)<sub>2</sub>(OH),Ba Fe V O H,,2033,1943,"Approved, Grandfathered",Brackebuschite,monoclinic,P21/m,Ba Fe^3+ V^5+ O H,Gam,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gananite,Gananite,Gananite,Bi3+F3,Bi^3+^F_3_,Bi<sup>3+</sup>F<sub>3</sub>,BiF<sub>3</sub>,Bi F,,2034,1983,Approved,,cubic,P43m,Bi^3+ F,Gan,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Ganomalite,Ganomalite,Ganomalite,Pb2+3Ca2(SiO4)(Si2O7),Pb^2+^_3_Ca_2_(SiO_4_)(Si_2_O_7_),Pb<sup>2+</sup><sub>3</sub>Ca<sub>2</sub>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>),Pb<sub>9</sub>Ca<sub>6</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>(SiO<sub>4</sub>)O,Pb Ca Si O,,2035,1876,"Approved, Grandfathered",Ganomalite,hexagonal,P6,Pb^2+ Ca Si O,Gnm,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Ganophyllite,Ganophyllite,Ganophyllite,"(K,Na)1-2Mn2+6(Si,Al)10O24(OH)4·7-11H2O","(K,Na)_1-2_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·7-11H_2_O","(K,Na)<sub>1-2</sub>Mn<sup>2+</sup><sub>6</sub>(Si,Al)<sub>10</sub>O<sub>24</sub>(OH)<sub>4</sub>·7-11H<sub>2</sub>O","(K,Na)<sub>x</sub>Mn<sup>2+</sup><sub>6</sub>(Si,Al)<sub>10</sub>O<sub>24</sub>(OH)<sub>4</sub>·nH<sub>2</sub>O (x = 1-2; n = 7-11)",K Na Mn Si Al O H,,2036,1890,"Approved, Grandfathered",Clay,monoclinic,"I2/a, A2/a",K Na Mn^2+ Si Al O H,Gnp,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ganterite,Ganterite,Ganterite,"Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2","Ba_0.5_(Na,K)_0.5_Al_2_(Si_2.5_Al_1.5_)O_10_(OH)_2_","Ba<sub>0.5</sub>(Na,K)<sub>0.5</sub>Al<sub>2</sub>(Si<sub>2.5</sub>Al<sub>1.5</sub>)O<sub>10</sub>(OH)<sub>2</sub>","Ba<sub>0.5</sub>(Na,K)<sub>0.5</sub>Al<sub>2</sub>(Si<sub>2.5</sub>Al<sub>1.5</sub>)O<sub>10</sub>(OH)<sub>2</sub>",Ba Na K Al Si O H,,2037,2000,Approved,,monoclinic,C2/c,Ba Na K Al Si O H,Gtr,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Gaotaiite,Gaotaiite,Gaotaiite,Ir3Te8,Ir_3_Te_8_,Ir<sub>3</sub>Te<sub>8</sub>,Ir<sub>3</sub>Te<sub>8</sub>,Ir Te,,2038,1993,Approved,Pyrite,cubic,Pa3,Ir Te,Gao,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Garavellite,Garavellite,Garavellite,Fe2+Sb3+Bi3+S2-4,Fe^2+^Sb^3+^Bi^3+^S^2-^_4_,Fe<sup>2+</sup>Sb<sup>3+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,FeSbBiS<sub>4</sub>,Fe Sb Bi S,,2039,1978,Approved,Berthierite,orthorhombic,Pnam,Fe^2+ Sb^3+ Bi^3+ S^2-,Grv,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Garmite,Garmite,Garmite,CsLiMg2(Si4O10)F2,CsLiMg_2_(Si_4_O_10_)F_2_,CsLiMg<sub>2</sub>(Si<sub>4</sub>O<sub>10</sub>)F<sub>2</sub>,CsLiMg<sub>2</sub>(Si<sub>4</sub>O<sub>10</sub>)F<sub>2</sub>,Cs Li Mg Si O F,,6650,2017,Approved,Mica,monoclinic,C2/m,Cs Li Mg Si O F,Grm,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Garpenbergite,Garpenbergite,Garpenbergite,Mn2+6As5+Sb5+O10(OH)2,Mn^2+^_6_As^5+^Sb^5+^O_10_(OH)_2_,Mn<sup>2+</sup><sub>6</sub>As<sup>5+</sup>Sb<sup>5+</sup>O<sub>10</sub>(OH)<sub>2</sub>,Mn<sub>6</sub>AsSbO<sub>10</sub>(OH)<sub>2</sub>,Mn As Sb O H,,7113,2021,Approved,Manganostibite,orthorhombic,Ibmm,Mn^2+ As^5+ Sb^5+ O H,Gpb,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Garrelsite,Garrelsite,Garrelsite,NaBa3B7Si2O16(OH)4,NaBa_3_B_7_Si_2_O_16_(OH)_4_,NaBa<sub>3</sub>B<sub>7</sub>Si<sub>2</sub>O<sub>16</sub>(OH)<sub>4</sub>,NaBa<sub>3</sub>B<sub>7</sub>Si<sub>2</sub>O<sub>16</sub>(OH)<sub>4</sub>,Na Ba B Si O H,,2040,1955,"Approved, Grandfathered",,monoclinic,C2/c,Na Ba B Si O H,Grr,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Garronite-Ca,Garronite-Ca,Garronite-Ca,Ca3(Al6Si10O32)·14H2O,Ca_3_(Al_6_Si_10_O_32_)·14H_2_O,Ca<sub>3</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·14H<sub>2</sub>O,Ca<sub>3</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·14H<sub>2</sub>O,Ca Al Si O H,,2042,1962,"Approved, Renamed",Gismondine,tetragonal,"I4m2, I41/a",Ca Al Si O H,Grn-Ca,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Garronite-Na,Garronite-Na,Garronite-Na,Na6(Al6Si10O32)·8.5H2O,Na_6_(Al_6_Si_10_O_32_)·8.5H_2_O,Na<sub>6</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·8.5H<sub>2</sub>O,Na<sub>6</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·8.5H<sub>2</sub>O,Na Al Si O H,,6429,2015,Approved,Gismondine,monoclinic,I2,Na Al Si O H,Grn-Na,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Gartrellite,Gartrellite,Gartrellite,Pb2+Cu2+Fe3+(As5+O4)2(OH)·H2O,Pb^2+^Cu^2+^Fe^3+^(As^5+^O_4_)_2_(OH)·H_2_O,Pb<sup>2+</sup>Cu<sup>2+</sup>Fe<sup>3+</sup>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O,PbCuFe<sup>3+</sup>(AsO<sub>4</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O,Pb Cu Fe As O H,,2043,1988,"Approved, Redefined",Natrochalcite-Helmutwinklerite,triclinic,P1,Pb^2+ Cu^2+ Fe^3+ As^5+ O H,Gtl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Garutiite,Garutiite,Garutiite,"(Ni,Fe,Ir)","(Ni,Fe,Ir)","(Ni,Fe,Ir)","(Ni,Fe,Ir)",Ni Fe Ir,,5715,2008,Approved,,hexagonal,P63/mmc,Ni Fe Ir,Gar,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations"
Garyansellite,Garyansellite,Garyansellite,Mg2Fe3+(PO4)2(OH)·2H2O,Mg_2_Fe^3+^(PO_4_)_2_(OH)·2H_2_O,Mg<sub>2</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH)·2H<sub>2</sub>O,Mg<sub>2</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH)·2H<sub>2</sub>O,Mg Fe P O H,,2044,1981,Approved,Reddingite,orthorhombic,Pbna,Mg Fe^3+ P O H,Gas,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gasparite-(Ce),Gasparite-(Ce),Gasparite-(Ce),Ce3+As5+O4,Ce^3+^As^5+^O_4_,Ce<sup>3+</sup>As<sup>5+</sup>O<sub>4</sub>,Ce(AsO<sub>4</sub>),Ce As O,,2045,1986,Approved,Monazite,monoclinic,P21/n,Ce^3+ As^5+ O,Gsp-Ce,"Abiotic, Biotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gasparite-(La),Gasparite-(La),Gasparite-(La),La3+(As5+O4),La^3+^(As^5+^O_4_),La<sup>3+</sup>(As<sup>5+</sup>O<sub>4</sub>),La(AsO<sub>4</sub>),La As O,,6809,2018,Approved,Monazite,monoclinic,P21/n,La^3+ As^5+ O,Gsp-La,"Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Gaspéite,Gaspeite,Gaspéite,Ni2+CO3,Ni^2+^CO_3_,Ni<sup>2+</sup>CO<sub>3</sub>,Ni(CO<sub>3</sub>),Ni C O,,2046,1965,"Approved, Renamed",Calcite,hexagonal,R3c,Ni^2+ C O,Gpé,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gatedalite,Gatedalite,Gatedalite,Zr4+Mn2+2Mn3+4SiO12,Zr^4+^Mn^2+^_2_Mn^3+^_4_SiO_12_,Zr<sup>4+</sup>Mn<sup>2+</sup><sub>2</sub>Mn<sup>3+</sup><sub>4</sub>SiO<sub>12</sub>,ZrMn<sup>2+</sup><sub>2</sub>Mn<sup>3+</sup><sub>4</sub>O<sub>8</sub>(SiO<sub>4</sub>),Zr Mn O Si,,6249,2013,Approved,Braunite,tetragonal,I41/acd,Zr^4+ Mn^2+ Mn^3+ Si O,Gtd,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Gatehouseite,Gatehouseite,Gatehouseite,Mn2+5(PO4)2(OH)4,Mn^2+^_5_(PO_4_)_2_(OH)_4_,Mn<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Mn<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Mn P O H,,2047,1992,Approved,Arsenoclasite,orthorhombic,P212121,Mn^2+ P O H,Ghs,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Gatelite-(Ce),Gatelite-(Ce),Gatelite-(Ce),"(Ca,Ce3+)4(Al,Mg,Fe2+)4(Si2O7)(SiO4)3(O,F,OH)3","(Ca,Ce^3+^)_4_(Al,Mg,Fe^2+^)_4_(Si_2_O_7_)(SiO_4_)_3_(O,F,OH)_3_","(Ca,Ce<sup>3+</sup>)<sub>4</sub>(Al,Mg,Fe<sup>2+</sup>)<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)<sub>3</sub>(O,F,OH)<sub>3</sub>","(Ca,Ce)<sub>4</sub>(Al,Mg,Fe)<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)<sub>3</sub>(O,F,OH)<sub>3</sub>",Ca Ce Al Mg Fe Si O F H,,2048,2001,Approved,Gatelite,monoclinic,P21/a,Ca Ce^3+ Al Mg Fe^2+ Si O F H,Gat-Ce,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Gatewayite,Gatewayite,Gatewayite,Ca6(As3+V4+3V5+9As5+6O51)·31H2O,Ca_6_(As^3+^V^4+^_3_V^5+^_9_As^5+^_6_O_51_)·31H_2_O,Ca<sub>6</sub>(As<sup>3+</sup>V<sup>4+</sup><sub>3</sub>V<sup>5+</sup><sub>9</sub>As<sup>5+</sup><sub>6</sub>O<sub>51</sub>)·31H<sub>2</sub>O,Ca<sub>6</sub>(As<sup>3+</sup>V<sup>4+</sup><sub>3</sub>V<sup>5+</sup><sub>9</sub>As<sup>5+</sup><sub>6</sub>O<sub>51</sub>)·31H<sub>2</sub>O,Ca As V O H,,6394,2014,Approved,,monoclinic,P21,Ca As^3+ V^4+ V^5+ As^5+ O H,Gwy,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gatumbaite,Gatumbaite,Gatumbaite,CaAl2(PO4)2(OH)2·H2O,CaAl_2_(PO_4_)_2_(OH)_2_·H_2_O,CaAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,CaAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,Ca Al P O H,,2049,1976,Approved,,monoclinic,,Ca Al P O H,Gtb,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Gaudefroyite,Gaudefroyite,Gaudefroyite,Ca4Mn3+3(BO3)3(CO3)O3,Ca_4_Mn^3+^_3_(BO_3_)_3_(CO_3_)O_3_,Ca<sub>4</sub>Mn<sup>3+</sup><sub>3</sub>(BO<sub>3</sub>)<sub>3</sub>(CO<sub>3</sub>)O<sub>3</sub>,Ca<sub>4</sub>Mn<sup>3+</sup><sub>3</sub>(BO<sub>3</sub>)<sub>3</sub>(CO<sub>3</sub>)O<sub>3</sub>,Ca Mn B O C,,2050,1964,Approved,,hexagonal,P63/m,Ca Mn^3+ B O C,Gfy,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Gaultite,Gaultite,Gaultite,Na4Zn2+2Si7O18·5H2O,Na_4_Zn^2+^_2_Si_7_O_18_·5H_2_O,Na<sub>4</sub>Zn<sup>2+</sup><sub>2</sub>Si<sub>7</sub>O<sub>18</sub>·5H<sub>2</sub>O,Na<sub>4</sub>Zn<sub>2</sub>Si<sub>7</sub>O<sub>18</sub>·5H<sub>2</sub>O,Na Zn Si O H,,2051,1992,Approved,,orthorhombic,F2dd,Na Zn^2+ Si O H,Gau,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Gauthierite,Gauthierite,Gauthierite,KPb2+[(U6+O2)7O5(OH)7]·8H2O,KPb^2+^[(U^6+^O_2_)_7_O_5_(OH)_7_]·8H_2_O,KPb<sup>2+</sup>[(U<sup>6+</sup>O<sub>2</sub>)<sub>7</sub>O<sub>5</sub>(OH)<sub>7</sub>]·8H<sub>2</sub>O,KPb[(UO<sub>2</sub>)<sub>7</sub>O<sub>5</sub>(OH)<sub>7</sub>]·8H<sub>2</sub>O,K Pb U O H,,6532,2016,Approved,Not in a structural group,monoclinic,P21/c,K Pb^2+ U^6+ O H,Gut,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM27 - Radioactive decay; auto-oxidation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Gayite,Gayite,Gayite,NaMn2+Fe3+5(PO4)4(OH)6·2H2O,NaMn^2+^Fe^3+^_5_(PO_4_)_4_(OH)_6_·2H_2_O,NaMn<sup>2+</sup>Fe<sup>3+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,NaMnFe<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Na Mn Fe P O H,,5716,2008,Approved,Dufrénite,monoclinic,C2/c,Na Mn^2+ Fe^3+ P O H,Gy,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
